f,e,hmin0,hminL,PSIx th,PSIy th,D0 th,Misaligned
72.0735593485278,0.371508626434859,0.628491373565141,0.628491373565141,0.0,0.0,0.0,0
72.0777572815123,0.371411294520856,0.65229046423079,0.604726957495864,0.0,0.05,0.0,0
72.0128645437531,0.370896083441023,0.699544387502633,0.557163422533083,0.0,0.15,0.0,1
71.9436294233094,0.3704804880035,0.722856036635007,0.533413665488404,0.0,0.2,0.0,1
71.8475346179486,0.369957504166732,0.745820346878518,0.509714558937757,0.0,0.25,0.0,1
71.7204212936873,0.369325957164315,0.768278125771207,0.486085320043716,0.0,0.3,0.0,1
71.5615120317432,0.36859365734535,0.789996958611217,0.462532520911355,0.0,0.35,0.0,1
71.3683251267664,0.367755974186224,0.810655294075696,0.439074429680946,0.0,0.4,0.0,1
71.1489891932527,0.366842447531079,0.82978308902523,0.415685901385742,0.0,0.45,0.0,1
70.9011940323559,0.365862688455765,0.846724158515709,0.392367273737299,0.0,0.5,0.0,1
72.0715453245122,0.371285173390217,0.6356333439992,0.620273387878066,0.05,0.0,0.0,0
72.0915708485731,0.371313796988283,0.659781125616901,0.596888366353428,0.05,0.05,0.0,0
72.0588767055351,0.371051534528458,0.708001675611435,0.549893944601811,0.05,0.15,0.0,1
72.0006904083504,0.370752903540774,0.731983561396895,0.526362354107767,0.05,0.2,0.0,1
71.9081163680291,0.370336181572417,0.755782926487364,0.502852340075707,0.05,0.25,0.0,1
71.7907461278303,0.369820199353084,0.779265552121039,0.479365518603811,0.05,0.3,0.0,1
71.6400527784713,0.369188920883694,0.802269280832003,0.455937980278131,0.05,0.35,0.0,1
71.4533684146929,0.368460658429641,0.824505130478814,0.432568890179124,0.05,0.4,0.0,1
71.2375326247406,0.367659462311931,0.845546982546883,0.409245206659629,0.05,0.45,0.0,1
70.992225349951,0.366778706332919,0.864764073733611,0.385984948812026,0.05,0.5,0.0,1
72.1379825345981,0.371139863743077,0.690103293525295,0.564737288256174,0.1,0.1,0.0,1
72.1131409595095,0.371063285256306,0.714610790177605,0.541547251892462,0.1,0.15,0.0,1
72.0606380783567,0.370873323683056,0.739126035121421,0.518295921869076,0.1,0.2,0.0,1
71.9822776461247,0.370578659596062,0.763590019229758,0.495007517988394,0.1,0.25,0.0,1
71.8621794990351,0.370153551870954,0.78795661966727,0.471734054871569,0.1,0.3,0.0,1
71.7108611191578,0.369627441602027,0.812075603943551,0.448471838853774,0.1,0.35,0.0,1
71.535352550564,0.369017292939443,0.835749389924272,0.425222423831217,0.1,0.4,0.0,1
71.3331446648065,0.368325931513687,0.858675887846306,0.401998763400258,0.1,0.45,0.0,1
71.1022305553393,0.367553150075998,0.88033237522092,0.378815409204871,0.1,0.5,0.0,1
72.1791853246894,0.370738742893346,0.669802308993789,0.577668476409298,0.15,0.05,0.0,1
72.1920408010355,0.370891352035138,0.69445295710433,0.555014837768026,0.15,0.1,0.0,1
72.1776797546428,0.370931401520529,0.719213430895609,0.532197571747911,0.15,0.15,0.0,1
72.1301987299068,0.370854854114113,0.744078457725295,0.509265030958934,0.15,0.2,0.0,1
72.0457864196089,0.37064893738499,0.769040054674748,0.486269746632924,0.15,0.25,0.0,1
71.9338640088839,0.370336231741728,0.794030539772563,0.463227766613301,0.15,0.3,0.0,1
71.7982748913434,0.369932934059078,0.818976579924689,0.440150669566039,0.15,0.35,0.0,1
71.6370546249518,0.369440146063678,0.843789489130009,0.417058905771055,0.15,0.4,0.0,1
71.4465253647941,0.368851818141684,0.868317584924559,0.393977666209611,0.15,0.45,0.0,1
71.2257808708066,0.36818848237316,0.892232876582842,0.370904010333166,0.15,0.5,0.0,1
72.1846553716371,0.369843612035663,0.647645708466964,0.588399407233876,0.2,0.0,0.0,1
72.2372987220179,0.370232178868905,0.672161635815239,0.566507509282233,0.2,0.05,0.0,1
72.2557884736712,0.370500542916794,0.696850121840157,0.544323079391824,0.2,0.1,0.0,1
72.2437781344765,0.370651760641308,0.72169957216223,0.521915983117698,0.2,0.15,0.0,1
72.1971505499969,0.370671544589824,0.74672732687064,0.499352678042597,0.2,0.2,0.0,1
72.1249911816758,0.370584254288986,0.771889799475017,0.476663477798177,0.2,0.25,0.0,1
72.028731333466,0.370397929312669,0.797169792028305,0.453878073309279,0.2,0.3,0.0,1
71.9059268520452,0.37010977267442,0.822562187563708,0.431028726229483,0.2,0.35,0.0,1
71.7462454727275,0.369717299151977,0.848063100308988,0.408141113865181,0.2,0.4,0.0,1
71.5590402383021,0.369236547379583,0.873602307776956,0.385227782636302,0.2,0.45,0.0,1
71.3448083674815,0.368673908561985,0.899090507956196,0.362302441494244,0.2,0.5,0.0,1
72.2440554977694,0.369075041330145,0.648285883556173,0.575759558080756,0.25,0.0,0.0,1
72.2999982773129,0.369580883236184,0.672670574296518,0.554426767437826,0.25,0.05,0.0,1
72.3252072803195,0.369962591906565,0.697236036677662,0.532743516541721,0.25,0.1,0.0,1
72.3174590417457,0.370216711578064,0.721991130463425,0.510784407932111,0.25,0.15,0.0,1
72.2845951664982,0.370361060194009,0.746902362940674,0.488603660620214,0.25,0.2,0.0,1
72.2245562783635,0.370396779592083,0.771973933998656,0.466247564981364,0.25,0.25,0.0,1
72.1312003388833,0.370320277695241,0.797224260378843,0.443757053468852,0.25,0.3,0.0,1
72.0047912883059,0.370128236509975,0.822657278866979,0.421174134834056,0.25,0.35,0.0,1
71.8546165418763,0.369847403434336,0.848227409322642,0.398510777841096,0.25,0.4,0.0,1
71.6788103188945,0.369474791721473,0.873942538142589,0.375794296929835,0.25,0.45,0.0,1
71.4745828081134,0.36901479670584,0.899805971642403,0.353041734686711,0.25,0.5,0.0,1
72.3118615062334,0.368166277046577,0.647171745230861,0.562272872961661,0.3,0.0,0.0,1
72.3731167262972,0.368778544335278,0.671293920315662,0.541526944409329,0.3,0.05,0.0,1
72.405748735292,0.369273820824007,0.695571666789018,0.520365035229597,0.3,0.1,0.0,1
72.4099161211638,0.369654462666229,0.719999239421599,0.498862875438634,0.3,0.15,0.0,1
72.3816761470897,0.369917009175384,0.744586399829428,0.477084060099112,0.3,0.2,0.0,1
72.3218872624065,0.370059681598513,0.769326376101311,0.455088984212071,0.3,0.25,0.0,1
72.2326112136748,0.370083856218893,0.794202162252111,0.432927366869123,0.3,0.3,0.0,1
72.1198963292784,0.370014674891607,0.819156342191905,0.410621267179693,0.3,0.35,0.0,1
71.9794718214439,0.369841733568293,0.844182408865825,0.388210253378872,0.3,0.4,0.0,1
71.8119867591022,0.369580997585414,0.869213366406814,0.365708991057085,0.3,0.45,0.0,1
71.6175500445663,0.369230851950595,0.894149067404096,0.343145050918468,0.3,0.5,0.0,1
72.3869727169069,0.36709251308412,0.644324771871301,0.548049827502602,0.35,0.0,0.0,1
72.4600511954036,0.367834156649034,0.66801160636687,0.527890224536385,0.35,0.05,0.0,1
72.5000540198752,0.368456040146908,0.69183481674759,0.507248615554976,0.35,0.1,0.0,1
72.5076374371546,0.368955078108053,0.715783853558548,0.486213194578325,0.35,0.15,0.0,1
72.4839530328235,0.369325117968494,0.739844190138213,0.464863531311833,0.35,0.2,0.0,1
72.4322984843252,0.369577973132816,0.7639706599121,0.443254180915931,0.35,0.25,0.0,1
72.3538248901564,0.369726269092723,0.788112377796077,0.421425317118683,0.35,0.3,0.0,1
72.2500361723751,0.369770449376108,0.812207378695664,0.399421693825639,0.35,0.35,0.0,1
72.1202383767445,0.369714300280236,0.836164886193464,0.377275837029421,0.35,0.4,0.0,1
71.9567777318235,0.369557811725029,0.859866269104516,0.355012798670162,0.35,0.45,0.0,1
71.7688515743225,0.369315791797752,0.882989874721578,0.332656805890155,0.35,0.5,0.0,1
72.4763489581966,0.365883636497311,0.639716927529195,0.533161935352321,0.4,0.0,0.0,1
72.5563321333775,0.366754166769164,0.66286091437019,0.513579940148658,0.4,0.05,0.0,1
72.604592429363,0.367502114156503,0.686088569898908,0.493467452308456,0.4,0.1,0.0,1
72.6169782145644,0.368106802453398,0.709408476419728,0.472921445657077,0.4,0.15,0.0,1
72.6022962079068,0.3686006556554,0.732728928492946,0.452004506373773,0.4,0.2,0.0,1
72.5614770047433,0.368980344634746,0.756001374304349,0.430783292486784,0.4,0.25,0.0,1
72.4926025875803,0.369245186900715,0.779165583311449,0.409308729957421,0.4,0.3,0.0,1
72.3922831909262,0.369398662743727,0.802133674402057,0.387619675962661,0.4,0.35,0.0,1
72.2648438360982,0.369448807826678,0.82472900110092,0.365756418909875,0.4,0.4,0.0,1
72.1135481174464,0.36940729295334,0.846685449191469,0.343746889771479,0.4,0.45,0.0,1
71.9316100376314,0.369257537077992,0.867649784505405,0.321630131980832,0.4,0.5,0.0,1
72.5801415142293,0.364541043412218,0.633386805939749,0.517687745744442,0.45,0.0,0.0,1
72.6676780727742,0.365536434049693,0.655884078315814,0.498683730885407,0.45,0.05,0.0,1
72.7195256356497,0.366393846555956,0.678430104935096,0.479104900986691,0.45,0.1,0.0,1
72.7448401184238,0.367135871683368,0.700933571662126,0.459040881401709,0.45,0.15,0.0,1
72.7407541706541,0.367756332361218,0.72335935869929,0.438564878579652,0.45,0.2,0.0,1
72.7036697066627,0.368249546884105,0.745657946087598,0.417740970724954,0.45,0.25,0.0,1
72.6389401456263,0.368629455858342,0.767699266074807,0.396624726666189,0.45,0.3,0.0,1
72.5475538631519,0.368897731026712,0.789339112190113,0.375265606629135,0.45,0.35,0.0,1
72.4321380973769,0.369068992932625,0.810354129045501,0.353696443829594,0.45,0.4,0.0,1
72.2857611711055,0.369120258817225,0.830498193476454,0.331966566312849,0.45,0.45,0.0,1
72.1129036063047,0.369071734656082,0.849295037851551,0.310097177112651,0.45,0.5,0.0,1
72.6960159737778,0.36304935408718,0.625417688995214,0.501705148241977,0.5,0.0,0.0,1
72.791925490298,0.36417022410242,0.647178555737509,0.483272864352815,0.5,0.05,0.0,1
72.8583640623534,0.365169367044566,0.668881007593685,0.464222484492598,0.5,0.1,0.0,1
72.8882878347072,0.366035770220696,0.690513442541633,0.444633057416373,0.5,0.15,0.0,1
72.8888740595418,0.366774322576781,0.711975221489187,0.424597067814987,0.5,0.2,0.0,1
72.860130679001,0.367389730980649,0.733174142661508,0.404177551014023,0.5,0.25,0.0,1
72.8059936146861,0.367894374306437,0.753963178855868,0.383430114314735,0.5,0.3,0.0,1
72.7260928423815,0.368288182848256,0.774180384682914,0.362404616869456,0.5,0.35,0.0,1
72.6081149277278,0.368555404345936,0.793677364647615,0.341139512274079,0.5,0.4,0.0,1
72.4630579439483,0.368717640791265,0.812076441022461,0.319676449589927,0.5,0.45,0.0,1
72.2803147344919,0.368734535229884,0.82902997931534,0.298074386441495,0.5,0.5,0.0,1
71.870248580599,0.372071585939645,0.627928414060355,0.627928414060355,0.0,0.0,0.05,0
71.8736403612143,0.371970460141458,0.651702003198941,0.604193795071293,0.0,0.05,0.05,0
71.8079475406055,0.371453277674182,0.698886086491582,0.556676770198729,0.0,0.15,0.05,1
71.7381052061257,0.371035794914385,0.722154876513793,0.532948386609752,0.0,0.2,0.05,1
71.6394185333952,0.370506875852615,0.745070639738835,0.509274301279255,0.0,0.25,0.05,1
71.5137220215834,0.369874913114982,0.767468964415491,0.485661375946131,0.0,0.3,0.05,1
71.3542884685175,0.369139086211148,0.789118154363686,0.462128103431101,0.0,0.35,0.05,1
71.1596474806906,0.368298562192009,0.809691101983388,0.438688869555302,0.0,0.4,0.05,1
70.9422479957341,0.367390840135,0.82872048423184,0.415307442916855,0.0,0.45,0.05,1
70.6998595981324,0.366413029258835,0.845571464923206,0.391996016809671,0.0,0.5,0.05,1
71.8673964351746,0.371843283498311,0.635162741195873,0.619633558848968,0.05,0.0,0.05,0
71.8871145269563,0.371872122125545,0.659285911339493,0.596277743719085,0.05,0.05,0.05,0
71.852766011243,0.371606255977426,0.707449419407742,0.549337624425721,0.05,0.15,0.05,1
71.7937049742106,0.371302451657151,0.731397700685491,0.525833546087261,0.05,0.2,0.05,1
71.7013437702033,0.37088687809359,0.755149720573436,0.502342996282829,0.05,0.25,0.05,1
71.5833985042914,0.370369506699078,0.778577585702017,0.478876926790331,0.05,0.3,0.05,1
71.4301904616588,0.369734708057731,0.801513900015024,0.455471968767608,0.05,0.35,0.05,1
71.2505767914642,0.369015122844505,0.823666673094308,0.432108390977415,0.05,0.4,0.05,1
